Name (English),Region of Focus,Language,Entity owner (English),Parent entity (English),X (Twitter) handle,X (Twitter) URL,X (Twitter) Follower #,Facebook page,Facebook URL,Facebook Follower #,Instragram page,Instagram URL,Instagram Follower #,Threads account,Threads URL,Threads Follower #,YouTube account,YouTube URL,YouTube Subscriber #,TikTok account,TikTok URL,TikTok Subscriber #
Li Jianhua,New Zealand,English,China Media Group (CMG),Central Publicity Department,JianhuaLi4,https://twitter.com/JianhuaLi4,301,Jianhuajournalist,https://www.facebook.com/Jianhuajournalist,820,,,,,,,,,,,,
"Jilin, China",Jilin,English,China Daily Press,Jilin Provincial People's Government,JilinChina,https://twitter.com/JilinChina,29300,jilinchina,https://www.facebook.com/jilinchina/,170000,,,,,,,,,,,,
Jing Feng,Mexico,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,JingFeng22,https://twitter.com/JingFeng22,1571,,,,,,,,,,,,,,,
Li Jingjing,New Zealand,English,China Media Group (CMG),Central Publicity Department,Jingjing_Li,https://twitter.com/Jingjing_Li,30000,TalkItOutWithLiJingjing,https://www.facebook.com/TalkItOutWithLiJingjing/,2900000,jj_ontheroad,https://www.instagram.com/jj_ontheroad/?hl=en,23900,jj_ontheroad,https://www.threads.net/@jj_ontheroad,950.0,JingjingLi_China,https://www.youtube.com/c/JingjingLi_China,58300,iamlijingjing,https://www.tiktok.com/@iamlijingjing,17200.0
Ji Tao,New Zealand,English,China Daily Press,Central Publicity Department,jtao98,https://twitter.com/jtao98,3753,,,,,,,,,,,,,,,
Jiang Wei (Julio Jiang),Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,juliojiangwei,https://twitter.com/juliojiangwei,7880,,,,,,,,,,,,,,,
Kui Yingchun (Kate Kui),New Zealand,English,China Media Group (CMG),Central Publicity Department,katekuibeijing,https://twitter.com/katekuibeijing,622,Kate-Kui-Business-News-Anchor-TMT-Sector-Eat-Read-Classical-Music-101998002023624,https://www.facebook.com/Kate-Kui-Business-News-Anchor-TMT-Sector-Eat-Read-Classical-Music-101998002023624,461000,,,,,,,,,,,,
Mi Xue (Katie Mi),New Zealand,English,China Media Group (CMG),Central Publicity Department,KatieMi17,https://twitter.com/KatieMi17,18,,,,,,,,,,,,,,,
Jilin Daily,Jilin,Chinese,Jilin Daily Press,Jilin Provincial Committee,kimnaying,https://twitter.com/kimnaying,12200,,,,,,,,,,,,,,,
Cao Bing,Japan,Japanese,China Media Group (CMG),Central Publicity Department,kooricuc,https://twitter.com/kooricuc,930,profile.php?id=100087213325638,https://www.facebook.com/profile.php?id=100087213325638,50000,,,,,,,,,,,,
Liu Kun,New Zealand,English,China Media Group (CMG),Central Publicity Department,KunkunkunLiu,https://twitter.com/KunkunkunLiu,106,,,,,,,,,,,,,,,
Learn Chinese,New Zealand,English,China Media Group (CMG),Central Publicity Department,learnchineese,https://twitter.com/learnchineese,378,crilearnchinese,https://www.facebook.com/crilearnchinese/,4300000,,,,,,,,,,,,
Han Yingya (Lena Han / LenaStudio),la Francophonie,French,China Media Group (CMG),Central Publicity Department,lena90830,https://twitter.com/lena90830,388,Hanyingya,https://www.facebook.com/Hanyingya,52000,,,,,,,hanyingya,https://www.youtube.com/channel/UCQXf7_PL3RzEcv3wUd2myRw,51,,,
Li Qian (Leona Li),New Zealand,English,China Media Group (CMG),Central Publicity Department,Leona_BJ,https://twitter.com/Leona_BJ,22,,,,,,,,,,,,,,,
Li Baorong,Venezuela,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Li_Baorong,https://twitter.com/Li_Baorong,8850,,,,,,,,,,,,,,,
Li Xiaosi,Austria,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,li_xiaosi,https://twitter.com/li_xiaosi,47800,,,,,,,,,,,,,,,
Li Yang,Ireland,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,Li_Yang_China,https://twitter.com/Li_Yang_China,40900,,,,,,,,,,,,,,,
Li Bijian,Ireland,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,libijian2,https://twitter.com/libijian2,101800,,,,,,,,,,,,,,,
Lin Nan,Ireland,English,Chengdu Municipal People's Government,Chengdu Municipal Committee,Lin_Nan1,https://twitter.com/Lin_Nan1,2361,,,,,,,,,,,,,,,
Fan Lingzhi,Ireland,English,People's Daily Press,Central Committee of the Chinese Communist Party,lingzhi_van,https://twitter.com/lingzhi_van,293,,,,,,,,,,,,,,,
Lin Hao,Thailand,English,Xinhua News Agency,State Council,LinHao_BKK,https://twitter.com/LinHao_BKK,11300,,,,,,,,,,,,,,,
Liu Bo,Hispanophone,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,liuboleo2,https://twitter.com/liuboleo2,2399,,,,,,,,,,,,,,,
Liu Chang,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiuChan14790671,https://twitter.com/LiuChan14790671,712,,,,,,,,,,,,,,,
Liu Hongyang,Malawi,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiuHongyang4,https://twitter.com/LiuHongyang4,2571,,,,,,,,,,,,,,,
Liu Yongfeng,African Union,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,liupheonix,https://twitter.com/liupheonix,23400,,,,,,,,,,,,,,,
Liu Xin (Emily Liu),Xinjiang,English,People's Daily Press,Central Committee of the Chinese Communist Party,LiuXin_Emily,https://twitter.com/LiuXin_Emily,2418,,,,,,,,,,,,,,,
Liu Xin,Ireland,English,China Media Group (CMG),Central Publicity Department,LiuXininBeijing,https://twitter.com/LiuXininBeijing,246100,Liuxininbeijing-103733191524431/,https://www.facebook.com/Liuxininbeijing-103733191524431/,2500000,,,,,,,,,,,,
Liu Yan,Netherlands,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiuYanCHN,https://twitter.com/LiuYanCHN,551,,,,,,,,,,,,,,,
Liu Yutong,USA,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,LiuYutongpost,https://twitter.com/LiuYutongpost,183,,,,,,,,,,,,,,,
Zhu Liying,Mauritius,French,Ministry of Foreign Affairs,Ministry of Foreign Affairs,LiyingZHU1,https://twitter.com/LiyingZHU1,7800,,,,,,,,,,,,,,,
Love Jiaxing,Zhejiang,Chinese,"Jiaxing Radio and Television Media Co., Ltd.",Jiaxing Municipal Committee,lovejiaxing,https://twitter.com/lovejiaxing,2,,,,,,,,,,,,,,,
Xu Tiefei,Costa Rica,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,luisxu9,https://twitter.com/luisxu9,2236,,,,,,,,,,,,,,,
Luo Will,USA,English,China Daily Press,Central Publicity Department,luowill1978,https://twitter.com/luowill1978,665,,,,,,,,,,,,,,,
Jie Lynn (Lynn's Fantasy),la Francophonie,French,China Media Group (CMG),Central Publicity Department,LYNNJie3,https://twitter.com/LYNNJie3,300,LynnsFantasy,https://www.facebook.com/LynnsFantasy/,10255,lynns_fantasy,https://www.instagram.com/lynns_fantasy/,152,,,,lynnsfantasy749,https://www.youtube.com/channel/UCkPsSHk5N5xkbisW2GcGpjg,68,,,
Ma Dashuai,USA,English,China Daily Press,Central Publicity Department,machinpl,https://twitter.com/machinpl,3098,,,,,,,,,,,,,,,
Ma Hui,Cuba,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,MahuiChina,https://twitter.com/MahuiChina,59800,,,,,,,,,,,,,,,
Yan Yiqiang,Russia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,MAKSIMYQY,https://twitter.com/MAKSIMYQY,8696,,,,,,,,,,,,,,,
Tao Yuan (Martha Tao),USA,English,China Media Group (CMG),Central Publicity Department,MarthayTao,https://twitter.com/MarthayTao,70,,,,,,,,,,,,,,,
Martina Fuchs,USA,English,Xinhua News Agency,State Council,martinaglobal,https://twitter.com/martinaglobal,38500,martina.fuchs.146,https://www.facebook.com/martina.fuchs.146,4300,martina_fuchs_global/,https://www.instagram.com/martina_fuchs_global/,41800,,,,martinasworld-4404,https://www.youtube.com/channel/UC-qT3mwWlvhMLTUrbCSEilA,7540,,,
China Daily (Media Unlocked),USA,English,China Daily Press,Central Publicity Department,MediaUnlock,https://twitter.com/MediaUnlock,433,,,,,,,,,,ChinaUnlocked,https://www.youtube.com/@ChinaUnlocked,716,,,
Zhang Lin (Melody Zhang),USA,English,China Media Group (CMG),Central Publicity Department,MelodyZ77141898,https://twitter.com/MelodyZ77141898,3,profile.php?id=100060124341866,https://www.facebook.com/Money-Honey-with-Melody-Zhang-341685517020314,962000,moneyhoneywithmelody/,https://www.instagram.com/moneyhoneywithmelody,6226,,,,melodyzhang1527,https://www.youtube.com/channel/UCXwI96S16XbY0-DC8tZ9TqQ/featured,6,,,
Foreign Ministry Spokesperson,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,MFA_China,https://twitter.com/MFA_China,666400,MFA.CHN,https://www.facebook.com/MFA.CHN,41000,mfa_chn,https://www.instagram.com/mfa_chn/,26700,,,,spokespersonchn2231,https://www.youtube.com/@spokespersonchn2231,7360,,,
Miao Xiaojuan,USA,English,Xinhua News Agency,State Council,MiaoXiaojuan,https://twitter.com/MiaoXiaojuan,6577,miaoxiaojuan,https://www.facebook.com/miaoxiaojuan/,1800000,miaoxiaojuan,https://www.instagram.com/miaoxiaojuan,2445,miaoxiaojuan,https://www.threads.net/@miaoxiaojuan,85.0,miaoxiaojuan,https://www.youtube.com/channel/UCpcvpAnmYVzAbMO7m-K02cg,1030,miaoxiaojuan,https://www.tiktok.com/@miaoxiaojuan,3.0
Mingala News,Myanmar,Burmese,Yunnan Media Group (YMG),Yunnan Provincial Committee,mingalanews,https://twitter.com/mingalanews,182,mingalanews,https://www.facebook.com/mingalanews,418000,,,,,,,,,,mingalanews,https://www.tiktok.com/@mingalanews,82.0
Wang Mingjie,UK,English,China Daily Press,Central Publicity Department,MingjieReporter,https://twitter.com/MingjieReporter,305,,,,,,,,,,,,,,,
Zhou Yiqiu (Rachel Zhou / Miss Wow),USA,English,China Media Group (CMG),Central Publicity Department,MissWow66,https://twitter.com/MissWow66,776,MissWow666,https://www.facebook.com/MissWow666/,1337393,miss_wow66,https://www.instagram.com/miss_wow66/,6833,,,,misswowtech5751,https://www.youtube.com/channel/UCOq-ckJU3y2lCSwuVPaKc_A,2470,misswowtech,https://www.tiktok.com/@misswowtech,5928.0
Waruni JZ,Sri Lanka,Sinhalese,China Media Group (CMG),Central Publicity Department,MMMKKK56665147,https://twitter.com/MMMKKK56665147,340,Waruni-JZ-102001841620238/,https://www.facebook.com/Waruni-JZ-102001841620238/,1400000,,,,,,,warunijz,https://www.youtube.com/@warunijz,36,warunijz,https://www.tiktok.com/@warunijz,43500.0
Zhang Meng (Monica Zhang),USA,English,China Media Group (CMG),Central Publicity Department,mmMonicaZhang,https://twitter.com/mmMonicaZhang,58,mmMonicaZhang,https://www.facebook.com/mmMonicaZhang/,527000,monicazhang0415,https://www.instagram.com/monicazhang0415/,212,,,,monicazhang6629,https://www.youtube.com/channel/UCzuOYmSQvp4RbSzEXznML9g,23,,,
Modern Express Post,Jiangsu,English,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,ModernExpressEN,https://twitter.com/ModernExpressEN,2126,ModernExpressEN,https://www.facebook.com/ModernExpressEN,24000,modernexpress_en,https://www.instagram.com/modernexpress_en/,467,,,,modernexpressen,https://www.youtube.com/channel/UCF1qqgliEvuRZ7Jb6liBWEw,227,modernexpress_en,https://www.tiktok.com/@modernexpress_en,0.0
Ministry of Commerce (MOFCOM),China,Chinese,Ministry of Commerce Information Office,Ministry of Commerce (MOFCOM),MOFCOM_China,https://twitter.com/MOFCOM_China,8092,mofcom.china,https://www.facebook.com/mofcom.china,687,,,,,,,,,,,,
Mundo China,Lusophone,Portuguese,China Media Group (CMG),Central Publicity Department,mundo_china,https://twitter.com/mundo_china,6719,,,,,,,,,,,,,,,
Muyi Dima (مويي),MENA,Arabic,China Media Group (CMG),Central Publicity Department,muyi_dima,https://twitter.com/muyi_dima,15000,MuyiDima,https://www.facebook.com/MuyiDima,1000000,,,,,,,user-vd9qh4ke9t,https://www.youtube.com/channel/UCiTkn6HPpDEtO71seE-SBLQ,488,,,
Wang Yingying (A-Chan / Aちゃん),Japan,Japanese,China Media Group (CMG),Central Publicity Department,ooeieiwyy,https://twitter.com/ooeieiwyy,3435,AchannoChinanow,https://www.facebook.com/AchannoChinanow,2000000,ooeieiwyy,https://www.instagram.com/ooeieiwyy/,70,,,,achinanow9185,https://www.youtube.com/channel/UC6c2s2JjmWkb9azv9zc-dJg,1100,ajiantoqt78,https://www.tiktok.com/@ajiantoqt78,1722.0
Ou Jianhong,El Salvador,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,oujianhong,https://twitter.com/oujianhong,15200,,,,,,,,,,,,,,,
Panda Paws,USA,English,China Media Group (CMG),Central Publicity Department,panda_paws,https://twitter.com/Panda_Paws_,2235,,,,,,,,,,,,,,,
Pandaorama,USA,English,China Media Group (CMG),Central Publicity Department,PandaoramaLink,https://twitter.com/PandaoramaLink,414,,,,,,,,,,,,,pandaorama,https://www.tiktok.com/@pandaorama,60700.0
Patrick Zheng,USA,English,Xinhua News Agency,State Council,PatrickZhengCHN,https://twitter.com/PatrickZhengCHN,42500,PatrickZhengCHN,https://www.facebook.com/PatrickZhengCHN,193000,,,,,,,PatrickZhengCHN,https://www.youtube.com/@PatrickZhengCHN,19,,,
People's Daily USA,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,pd_northamerica,https://twitter.com/pd_northamerica,195,rmrbbm,https://www.facebook.com/rmrbbm,203,,,,,,,,,,,,
People's Daily,China,Chinese,People's Daily Press,Central Committee of the Chinese Communist Party,PDChina,https://twitter.com/PDChina,"6,600,000",PeoplesDaily,https://www.facebook.com/PeoplesDaily,"85,867,335",peoples_daily,https://www.instagram.com/peoples_daily/,"1,300,000",peoples_daily,https://www.threads.net/@peoples_daily,28200.0,PeoplesDaily,https://www.youtube.com/@PeoplesDaily,"410,000",peoplesdaily,https://www.tiktok.com/@peoplesdaily,2600000.0
People's Daily Business (Modern China),USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaBusiness,https://twitter.com/PDChinaBusiness,884200,PDChinaBusiness,https://www.facebook.com/PDChinaBusiness/,6500000,,,,,,,,,,,,
People's Daily Hong Kong,Hong Kong,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaHK,https://twitter.com/PDChinaHK,4494,PDChinaHK,https://www.facebook.com/PDChinaHK/,"1,400,000",,,,,,,,,,,,
People's Daily Life,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaLife,https://twitter.com/PDChinaLife,"1,900,000",PDChinaLife,https://www.facebook.com/PDChinaLife/,3717365,,,,,,,,,,pdchinalife,https://www.tiktok.com/@pdchinalife,151.0
People's Daily Sport China,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaSports,https://twitter.com/PDChinaSports,"1,000,000",PDChinaSports,https://www.facebook.com/PDChinaSports/,"4,700,000",,,,,,,,,,,,
People's Daily Traditional Chinese,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinese,https://twitter.com/PDChinese,"956,700",peopledaily,https://www.facebook.com/peopledaily,3800000,,,,,,,,,,,,
People's Daily Online Australia,Australia,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDOAUS,https://twitter.com/PDOAUS,13300,PDOAUS,https://www.facebook.com/PDOAUS,"1,500,000",,,,,,,pdoaus2013,https://www.youtube.com/@pdoaus2013,159000,,,
Zhang Peijin,USA,English,China Media Group (CMG),Central Publicity Department,peijin_zhang,https://twitter.com/peijin_zhang,2867,,,,,,,,,,,,,,,
Xu Pan Yiru,USA,English,China Daily Press,Central Publicity Department,PenicilinPan,https://twitter.com/PenicilinPan,2629,,,,,,,,,,,,,,,
People's Daily App,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,PeoplesDailyapp,https://twitter.com/PeoplesDailyapp,4223,PDappofficial,https://www.facebook.com/PDappofficial,541000,,,,,,,,,,peoplesdaily_renminribao,https://www.tiktok.com/@peoplesdaily_renminribao,141200.0
Phoenix TV News,USA,English,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,PhoenixTV_News,https://twitter.com/PhoenixTV_News,43600,,,,phoenixtv_news,https://www.instagram.com/phoenixtv_news/,34000,,,,phoenixtvnews7060,https://www.youtube.com/@phoenixtvnews7060,34600,phoenixtvnews,https://www.tiktok.com/@phoenixtvnews,1100000.0
Zhang Lizhong,Uganda,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRC_Amb_Uganda,https://twitter.com/PRC_Amb_Uganda,6517,,,,,,,,,,,,,,,
Chen Song,Nepal,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRCAmbNepal,https://twitter.com/PRCAmbNepal,71400,,,,,,,,,,,,,,,
Xu Hong,Netherlands,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRCAmbNL,https://twitter.com/PRCAmbNL,4897,,,,,,,,,,,,,,,
Chinese Embassy in Czech Rep.,Czech Rep.,Czech,Ministry of Foreign Affairs,Ministry of Foreign Affairs,prcembassyprg,https://twitter.com/prcembassyprg,121,chinaembassy.cz,https://www.facebook.com/chinaembassy.cz,34000,chinese_embassy_in_czechia,https://www.instagram.com/chinese_embassy_in_czechia/,183,,,,,,,chineseembassyinczechia,https://www.tiktok.com/@chineseembassyinczechia,24.0
Chinese Embassy In Nepal,Nepal,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRCSpoxNepal,https://twitter.com/PRCSpoxNepal,2680,ChinaEmbNepal,https://www.facebook.com/ChinaEmbNepal/,22000,,,,,,,,,,,,
Lucas Zhuang,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,promisingzhuang,https://twitter.com/promisingzhuang,5191,,,,,,,,,,,,,,,
Gu Qianwen,USA,English,China Daily Press,Central Publicity Department,qianwen_gu,https://twitter.com/qianwen_gu,2019,,,,,,,,,,,,,,,
Chen Qingqing,USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,qingqingparis,https://twitter.com/qingqingparis,13700,,,,,,,,,,qingqingparis,https://www.youtube.com/user/qingqingparis,15,,,
Qiushi,China,Chinese,Qiushi Magazine Press,Central Committee of the Chinese Communist Party,QiushiJournal,https://twitter.com/QiushiJournal,7334,,,,,,,,,,,,,,,
Quan Quan,Algeria,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,QuanQuan_1231,https://twitter.com/QuanQuan_1231,3159,,,,,,,,,,,,,,,
CRI Albanian (Radio Ejani),Albania,Albanian,China Media Group (CMG),Central Publicity Department,RadioEjani,https://twitter.com/RadioEjani,6111,CMGShqip,https://www.facebook.com/CMGShqip/,1100000,ejanistudio,https://www.instagram.com/ejanistudio/,1714,,,,,,,,,
Guancha Syndicate,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),realGuancha,https://twitter.com/realGuancha,71500,realGuancha,https://www.facebook.com/realGuancha,14000,,,,,,,guancha021,https://www.youtube.com/@guancha021,"491,000",,,
Ren Ke,USA,English,Xinhua News Agency,State Council,RenKeNews,https://twitter.com/RenKeNews,45400,,,,,,,,,,,,,,,
Hao Zhangyu,China,Chinese,China Internet Information Center (CIIC),State Council Information Office (SCIO),reporterCHN,https://twitter.com/reporterCHN,3483,,,,,,,,,,,,,,,
Chen Ribiao,South Korea,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,RibiaoChen,https://twitter.com/RibiaoChen,1247,,,,,,,,,,,,,,,
Bai Yunyi (Rita Bai),USA,English,People's Daily Press,Central Committee of the Chinese Communist Party,RitaBai,https://twitter.com/RitaBai,2708,profile.php?id=100074831960760,https://www.facebook.com/profile.php?id=100074831960760,1,,,,,,,,,,,,
Zhao Hong (Sabrina Zhao),USA,English,China Media Group (CMG),Central Publicity Department,Sabrina_Zhao,https://twitter.com/Sabrina_Zhao,63,,,,,,,,,,,,,,,
Zhang Zhisheng,Tanzania,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,salahzhang,https://twitter.com/salahzhang,7208,,,,,,,,,,,,,,,
"Sanya, China",Hainan,English,China Daily Press,Sanya Municipal People's Government,SanyaofChina,https://twitter.com/SanyaofChina,71100,SanyaofChina,https://www.facebook.com/SanyaofChina/,"709,000",sanyaofchina,https://www.instagram.com/sanyaofchina/,3716,,,,,,,,,
Discover Beautiful China,USA,English,China Daily Press,Central Publicity Department,SceneryofChina,https://twitter.com/SceneryofChina,37900,,,,,,,,,,,,,,,
Shaanxi Moments,Shaanxi,English,"Beijing Jiandanshiji Culture Media Co., Ltd",unknown,ShaanxiMoments,https://twitter.com/ShaanxiMoments,80700,,,,,,,,,,,,,,,
Hu Jianlin (Shalevetya / שלהבתיה),Israel,Hebrew,China Media Group (CMG),Central Publicity Department,Shalevetyah,https://twitter.com/Shalevetyah,9,Shalevetyah,https://www.facebook.com/Shalevetyah,677,shalevetyah,https://www.instagram.com/shalevetyah,158,,,,shalevetyah3479,https://www.youtube.com/channel/UCJgbxFG84oYqUV3aJdFs6Qw,31,,,
Shanghai Daily SHINE,Shanghai,English,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,shanghaidaily,https://twitter.com/shanghaidaily,390700,ShanghaiDaily1999,https://www.facebook.com/ShanghaiDaily1999,616000,shine_news,https://www.instagram.com/shine_news/,0,,,,ShanghaiDaily1999,https://www.youtube.com/channel/UCUX6sby7ozwTTfd7fyEUk2w,11900,,,
Shanghai Eye,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,ShanghaiEye,https://twitter.com/ShanghaiEye,32300,shanghaieyeSMG,https://www.facebook.com/shanghaieyeSMG/,2655682,,,,,,,ShanghaiEyeMagic,https://www.youtube.com/c/kankanewsbilingual,164000,,,
Zhang Shanhui (Mon Pékin Express / Jacky Zhang),la Francophonie,French,China Media Group (CMG),Central Publicity Department,Shanhui_Jacky,https://twitter.com/Shanhui_Jacky,876,ZhangShanhui,https://www.facebook.com/ZhangShanhui/,"245,000",shanhui_zhang,https://www.instagram.com/shanhui_zhang,16,,,,ZhangShanhui,https://www.youtube.com/channel/UCzQFHzt6jBHOcHbFlxa83oQ,44,shanhuizhang,https://www.tiktok.com/@shanhuizhang,6.0
Zhang Ziyu (Shannon Zhang),USA,English,China Media Group (CMG),Central Publicity Department,ShannonZ666,https://twitter.com/ShannonZ666,78,,,,,,,,,,,,,,,
Shao Zheng,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,shao_zheng,https://twitter.com/shao_zheng,2583,,,,,,,,,,,,,,,
Shaoxing: A Gateway to China's History,Zhejiang,English,China Daily Press,Shaoxing Municipal People's Government,ShaoxingCity,https://twitter.com/ShaoxingCity,48700,,,,,,,,,,,,,,,
Shen Shiwei,USA,English,China Media Group (CMG),Central Publicity Department,shen_shiwei,https://twitter.com/shen_shiwei,91500,ShenShiweiFB,https://www.facebook.com/ShenShiweiFB,50000,,,,,,,Shen_Shiwei,https://www.youtube.com/channel/UC0qIAejjPz8cCyuFdfCwf2Q,121,,,
CRI Myanmar,Myanmar,Burmese,China Media Group (CMG),Central Publicity Department,shenqihaodianzi,https://twitter.com/shenqihaodianzi,10,myanmar.cri,https://www.facebook.com/myanmar.cri,"1,800,000",,,,,,,,,,,,
Center.Sichuan,Sichuan,English,"Sichuan Daily Online Media Development Co., Ltd.",Sichuan Provincial Committee,SichuanDaily,https://twitter.com/SichuanDaily,6026,profile.php?id=100076190284448,https://www.facebook.com/profile.php?id=100076190284448,23000,center.sicc,https://www.instagram.com/center.sicc/,0,,,,,,,,,
Sixth Tone,Shanghai,English,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,SixthTone,https://twitter.com/SixthTone,80300,sixthtone,https://www.facebook.com/sixthtone,"696,000",,,,sixthtone,https://www.threads.net/@sixthtone,7821.0,,,,,,
Kankan News,Shanghai,Chinese,Shanghai Media Group (SMG),Shanghai Municipal Committee,SMGKankanews,https://twitter.com/SMGKankanews,498,kankanews,https://www.facebook.com/kankanews,0,,,,,,,SMGKnews,https://www.youtube.com/@SMGKnews,6410,,,
Space Town Wenchang,Hainan,Chinese,unknown,unknown,Spacewenchang,https://twitter.com/Spacewenchang,3402,profile.php?id=100082566804212&paipv=0&eav=Afa5GMw44Bzrn-Ep8OWN3I92hYhOcUk03c5TZ7n-IF2UjcrLBb_460MBK4Zy1T5ciWU,https://www.facebook.com/profile.php?id=100082566804212&paipv=0&eav=Afa5GMw44Bzrn-Ep8OWN3I92hYhOcUk03c5TZ7n-IF2UjcrLBb_460MBK4Zy1T5ciWU,49,,,,,,,,,,,,
Hua Chunying,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,SpokespersonCHN,https://twitter.com/SpokespersonCHN,"2,200,000",profile.php?id=100092522612975,https://www.facebook.com/profile.php?id=100092522612975,744,spokesperson_chn,https://www.instagram.com/spokesperson_chn/,2976,,,,,,,,,
Hu Zhaoming,USA,English,International Liaison Department,Central Committee of the Communist Party of China,SpokespersonHZM,https://twitter.com/SpokespersonHZM,9208,,,,,,,,,,,,,,,
Liu Pengyu,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,SpoxCHNinUS,https://twitter.com/SpoxCHNinUS,6350,,,,,,,,,,,,,,,
Yue Xiaoyong,Afghanistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,stuartyueh,https://twitter.com/stuartyueh,2877,,,,,,,,,,,,,,,
Ye Xinhua (Suad Ye),MENA,Arabic,China Media Group (CMG),Central Publicity Department,suadye,https://twitter.com/suadye,122,suadxinxin,https://www.facebook.com/suadxinxin,1600000,suad_ye_china,https://www.instagram.com/suad_ye_china/,3812,,,,suadye,https://www.youtube.com/channel/UCvvJaw3bwJhp4x0uUZ0qMfA,4770,,,
Sun Weide,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,sun_weide,https://twitter.com/sun_weide,6239,,,,,,,,,,,,,,,
Su Yuting,USA,English,China Media Group (CMG),Central Publicity Department,SuYuting8,https://twitter.com/SuYuting8,1239,,,,,,,,,,,,,,,
Suzhou Wuzhong,USA,English,Suzhou Wuzhong District People's Government,Suzhou Municipal Committee,SuzhouWuzhong,https://twitter.com/SuzhouWuzhong,9020,,,,,,,,,,,,,,,
CRI Swahili,East African Community,Swahili,China Media Group (CMG),Central Publicity Department,SWAHILICRI,https://twitter.com/SWAHILICRI,42,swahilicricn,https://www.facebook.com/swahilicricn,"2,200,000",,,,,,,,,,,,
Meng Zhe,USA,English,China Daily Press,Central Publicity Department,SXiaochuan258,https://twitter.com/SXiaochuan258,1009,,,,,,,,,,,,,,,
Ta Kung News,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,TakungNews,https://twitter.com/TakungNews,2122,tkp1902,https://www.facebook.com/tkp1902,52000,,,,,,,,,,,,
Ta Kung Wen Wei,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,takungwenwei_hk,https://twitter.com/takungwenwei_hk,34600,profile.php?id=100064842371663,https://www.facebook.com/profile.php?id=100064842371663,22000,takung.wenwei,https://www.instagram.com/takung.wenwei/,943,,,,,,,,,
China Mosaic,USA,English,China International Communications Group (CICG),Central Publicity Department,theChinaMosaic,https://twitter.com/theChinaMosaic,37,ChinaMosaicbyChinaorgcn,https://www.facebook.com/ChinaMosaicbyChinaorgcn/,8183205,,,,,,,,,,,,
CGTN The Link,USA,English,China Media Group (CMG),Central Publicity Department,thelinkoncgtn,https://twitter.com/TheLinkOnCGTN,1068,,,,,,,,,,,,,,,
